CFG_Submission,CFG_Initiative,CFG_Cluster,Compared_Organization,Compared_Initiative,Compared_Cluster,Similarity_Score,Same_Cluster
The Centre for Future Generations,2025 Strategic Foresight Report,4,Markus Weber,Evaluation and Revision of the Chips Act Chips Act 20,5,0.35840827226638794,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,The Danish Ministry of Industry Business and Financial Affairs,Evaluation and Revision of the Chips Act Chips Act 20,3,0.35813868045806885,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Hellenic Emerging Technologies Industry Association - HETiA,Evaluation and Revision of the Chips Act Chips Act 20,5,0.35759955644607544,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Tampere University,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3573259115219116,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Synopsys,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3572424054145813,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Jochen LANGHEIM,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3565484881401062,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,GdR SOC2 CNRS,Evaluation and Revision of the Chips Act Chips Act 20,3,0.35639140009880066,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,VDMA eV,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3562418222427368,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_4,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3561665117740631,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Zurihc,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3549073338508606,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Heidelberg University,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3531653881072998,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,dallco sas,Evaluation and Revision of the Chips Act Chips Act 20,9,0.3527119755744934,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,bert hubert,2025 Strategic Foresight Report,6,0.35162225365638733,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,European Space Agency,Evaluation and Revision of the Chips Act Chips Act 20,7,0.35161614418029785,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Politecnico di Torino_2,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3511885404586792,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,qurv,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3510950207710266,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,DIGITALEUROPE,Evaluation and Revision of the Chips Act Chips Act 20,3,0.35095635056495667,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Lund Univeristy,Evaluation and Revision of the Chips Act Chips Act 20,5,0.35084882378578186,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,6,0.3502720892429352,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,DIGITALEUROPE,Evaluation and Revision of the Chips Act Chips Act 20,3,0.35022807121276855,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Svensk Elektronik - The Swedish Electronics Trade Association,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3501852750778198,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Europe India Centre for Business and Industry OU,Evaluation and Revision of the Chips Act Chips Act 20,7,0.35004425048828125,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Arm,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3496038019657135,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,GROUPE VYV,2025 Strategic Foresight Report,4,0.3495436906814575,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,European Semiconductor Industry Association,Evaluation and Revision of the Chips Act Chips Act 20,3,0.34940823912620544,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Eaton,Evaluation and Revision of the Chips Act Chips Act 20,3,0.34931638836860657,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Francoise Chombar,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3490368723869324,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,ROMA Consulting and Coaching,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3488340675830841,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Xylem,2025 Strategic Foresight Report,10,0.34846609830856323,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Tartu,Evaluation and Revision of the Chips Act Chips Act 20,3,0.34799838066101074,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,industriAll European Trade Union,Evaluation and Revision of the Chips Act Chips Act 20,3,0.346815824508667,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Twente_1,Evaluation and Revision of the Chips Act Chips Act 20,0,0.34546735882759094,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Fraunhofer IAO,2025 Strategic Foresight Report,5,0.3450331687927246,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Gaël QUEINNEC,2025 Strategic Foresight Report,8,0.3443395495414734,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,MIDAS Ireland,Evaluation and Revision of the Chips Act Chips Act 20,0,0.34329620003700256,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,UAP Coalition Netherlands,2025 Strategic Foresight Report,10,0.34295254945755005,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,Presto Engineering Group,Evaluation and Revision of the Chips Act Chips Act 20,5,0.342815637588501,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Andreas KOCH,Evaluation and Revision of the Chips Act Chips Act 20,0,0.342743456363678,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CSEM_1,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3425528407096863,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,TES,2025 Strategic Foresight Report,10,0.3422751724720001,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Regione Piemonte,Evaluation and Revision of the Chips Act Chips Act 20,9,0.3421604037284851,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Institute for Applied Microelectronics IUMA - Univ Las Palmas GC,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3412123918533325,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_2,Evaluation and Revision of the Chips Act Chips Act 20,3,0.34086892008781433,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,NOVAPACK TECHNOLOGIES,Evaluation and Revision of the Chips Act Chips Act 20,7,0.34053918719291687,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,AMALIA MARIA KOUTSOGIANNI,2025 Strategic Foresight Report,2,0.3402741849422455,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Bath,Evaluation and Revision of the Chips Act Chips Act 20,0,0.34005823731422424,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Ivana Nemčicová,2025 Strategic Foresight Report,1,0.3400213122367859,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Austrian Federal Economic Chamber,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3398818373680115,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Bath,Evaluation and Revision of the Chips Act Chips Act 20,0,0.33954834938049316,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,NA,2025 Strategic Foresight Report,6,0.3390045464038849,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Francoise Chombar,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3386523425579071,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,PROTAVIC INTERNATIONAL,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3379088044166565,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Adrien Cadiot EI,2025 Strategic Foresight Report,6,0.33591318130493164,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,CSEM_1,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3358564078807831,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Techno-Service SA,Evaluation and Revision of the Chips Act Chips Act 20,7,0.335805207490921,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Kieran DALTON,2025 Strategic Foresight Report,6,0.3354145288467407,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Twente_1,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3352543115615845,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Egmont - Royal Institute for International Relations,2025 Strategic Foresight Report,10,0.3351452946662903,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3348715901374817,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,0.3348715901374817,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,6,0.3347763121128082,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Aarhus University Department of Electrical  Computer Engineering,Evaluation and Revision of the Chips Act Chips Act 20,0,0.33434969186782837,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Eurocircuits,Evaluation and Revision of the Chips Act Chips Act 20,3,0.33420896530151367,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,UCLouvain,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3341657519340515,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Kieran DALTON,2025 Strategic Foresight Report,6,0.3337608873844147,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Logiicdev Gmbh,Evaluation and Revision of the Chips Act Chips Act 20,0,0.33345815539360046,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Agroecology Europe,2025 Strategic Foresight Report,10,0.3332665264606476,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Tim CUMMINS,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3330579102039337,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Vilnius Tech,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3318210542201996,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,EuroStack Project,2025 Strategic Foresight Report,6,0.33123618364334106,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,European Quantum Industry Consortium eV QuIC,Evaluation and Revision of the Chips Act Chips Act 20,4,0.33114659786224365,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Centre for a Digital Society at the Robert Schuman Centre for Advanced Studies European University I,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3310910761356354,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Politecnico di Torino,Evaluation and Revision of the Chips Act Chips Act 20,9,0.33088815212249756,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Finnish Chip Competence Centre,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3308417797088623,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Robert Bosch GmbH,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3307366967201233,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Las Palmas de Gran Canaria,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3305850923061371,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,TNO,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3298545479774475,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Zurihc,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3296997547149658,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Association internationale Futuribles,2025 Strategic Foresight Report,10,0.3296242952346802,True
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_3,2025 Strategic Foresight Report,6,0.328991174697876,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Eclipse Foundation AISBL,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3283980190753937,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Brabant Development Agency BOM,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3283126950263977,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_9,2025 Strategic Foresight Report,8,0.32784610986709595,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Maria Lindqvist,2025 Strategic Foresight Report,10,0.32753556966781616,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,TES,2025 Strategic Foresight Report,10,0.3269062340259552,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,LIRMM - University of Montpellier,Evaluation and Revision of the Chips Act Chips Act 20,5,0.32662373781204224,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CLEPA - European Association of Automotive Suppliers,Evaluation and Revision of the Chips Act Chips Act 20,0,0.32573363184928894,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Austrian Federal Economic Chamber,Evaluation and Revision of the Chips Act Chips Act 20,3,0.32564496994018555,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,ASP Equipment GmbH,Evaluation and Revision of the Chips Act Chips Act 20,7,0.32418519258499146,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Granada,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3235502243041992,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,AMALIA MARIA KOUTSOGIANNI,2025 Strategic Foresight Report,2,0.3234487771987915,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,0.32288938760757446,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,The Centre for Future Generations,2025 Strategic Foresight Report,4,0.32288938760757446,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CHEM Trust,2025 Strategic Foresight Report,10,0.32192063331604004,True
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Semidynamics,Evaluation and Revision of the Chips Act Chips Act 20,0,0.32169222831726074,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Nicolas Overloop,2025 Strategic Foresight Report,6,0.3216003179550171,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,MdL Sächsischer Landtag Parlament des Freistaats Sachsen,Evaluation and Revision of the Chips Act Chips Act 20,9,0.3211559057235718,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Philea,2025 Strategic Foresight Report,6,0.32089418172836304,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,2025 Strategic Foresight Report,10,0.3205018937587738,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Photonics21 Association,Evaluation and Revision of the Chips Act Chips Act 20,5,0.31869521737098694,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,NANO-electronic - UiO,Evaluation and Revision of the Chips Act Chips Act 20,5,0.31818288564682007,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,RECENDT - Research Center for Non-Destructive Testing GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.31815624237060547,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,TLT-PCB,Evaluation and Revision of the Chips Act Chips Act 20,7,0.31710511445999146,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,VLC Photonics,Evaluation and Revision of the Chips Act Chips Act 20,6,0.31699690222740173,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,PolicyPhantom UNKNOWN,Evaluation and Revision of the Chips Act Chips Act 20,3,0.31634998321533203,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,TNO Vector,2025 Strategic Foresight Report,6,0.3160300552845001,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,The university of glasgow,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3157980740070343,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,TRUMPF SE  Co KG,Evaluation and Revision of the Chips Act Chips Act 20,9,0.3157772421836853,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,industriAll European Trade Union,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3151650130748749,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_5,2025 Strategic Foresight Report,6,0.3151465654373169,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Spanish Working Group on European Chips Act 20,Evaluation and Revision of the Chips Act Chips Act 20,3,0.31503739953041077,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Modena and Reggio Emilia UNIMORE,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3147351145744324,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Oost NL ea,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3143483102321625,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Bankenverband,2025 Strategic Foresight Report,6,0.31386104226112366,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,APTE,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3137125074863434,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Maria Lindqvist,2025 Strategic Foresight Report,10,0.3136986196041107,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Aalto University,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3134133517742157,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Axis Communications,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3127167224884033,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,The Danish Ministry of Industry Business and Financial Affairs,Evaluation and Revision of the Chips Act Chips Act 20,3,0.31248411536216736,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Association internationale Futuribles,2025 Strategic Foresight Report,10,0.3124699592590332,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,IDEE ECONOMICHE di MARCO BAVA,Evaluation and Revision of the Chips Act Chips Act 20,9,0.31197014451026917,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,VLC Photonics,Evaluation and Revision of the Chips Act Chips Act 20,6,0.3114318251609802,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,IG Metall,Evaluation and Revision of the Chips Act Chips Act 20,7,0.31043264269828796,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,10,0.3094266951084137,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Tampere University,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3090628981590271,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Deutsche Industrie- und Handelskammer,Evaluation and Revision of the Chips Act Chips Act 20,9,0.3090425431728363,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CNES_1,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3088584542274475,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,UPVEHU,Evaluation and Revision of the Chips Act Chips Act 20,5,0.30863940715789795,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Aktantis,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3079509139060974,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Water Europe,Evaluation and Revision of the Chips Act Chips Act 20,3,0.30784717202186584,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Fraunhofer IPMS,Evaluation and Revision of the Chips Act Chips Act 20,3,0.30721670389175415,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Politecnico di Torino_2,Evaluation and Revision of the Chips Act Chips Act 20,0,0.30574333667755127,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,UCLouvain,Evaluation and Revision of the Chips Act Chips Act 20,5,0.30524158477783203,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Ivana Nemčicová,2025 Strategic Foresight Report,1,0.30521631240844727,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,ChipsWIN Imagine Microelectronics srl,Evaluation and Revision of the Chips Act Chips Act 20,5,0.30417802929878235,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Siemens AG,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3036934733390808,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Ioannis Lamprou,2025 Strategic Foresight Report,6,0.30368632078170776,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Tesat,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3035351634025574,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,NOVAPACK TECHNOLOGIES,Evaluation and Revision of the Chips Act Chips Act 20,7,0.3034675717353821,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2,0.3034341037273407,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Acció - the Catalan Government agency for business competitiveness,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3030891418457031,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Tampere Region EU Office,Evaluation and Revision of the Chips Act Chips Act 20,3,0.3030891418457031,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,75inQ,Evaluation and Revision of the Chips Act Chips Act 20,5,0.3026788830757141,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Zeiss,Evaluation and Revision of the Chips Act Chips Act 20,0,0.30225151777267456,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,CIMULEC Group_1,Evaluation and Revision of the Chips Act Chips Act 20,9,0.3021962642669678,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Research Council of Norway,Evaluation and Revision of the Chips Act Chips Act 20,0,0.30155616998672485,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Ulm,Evaluation and Revision of the Chips Act Chips Act 20,0,0.30154848098754883,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,HENSOLDT AG,Evaluation and Revision of the Chips Act Chips Act 20,0,0.3013000190258026,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_6,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2998594045639038,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Lund Univeristy,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2993040382862091,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_6,Evaluation and Revision of the Chips Act Chips Act 20,5,0.29890698194503784,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,European Semiconductor Industry Association,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2978888154029846,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Semiconductor Industry Association,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2977864146232605,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Lace Lithography AS,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2976054847240448,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,CERN the European Organization for Nuclear Research,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2973455488681793,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Arm,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2971453368663788,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_9,2025 Strategic Foresight Report,8,0.2967422604560852,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,HENSOLDT AG,Evaluation and Revision of the Chips Act Chips Act 20,0,0.295919269323349,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Viscom SE,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2957843840122223,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,KDPOF,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2949952185153961,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Tartu,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2946103811264038,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Andre REBENTISCH,Evaluation and Revision of the Chips Act Chips Act 20,3,0.292915403842926,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Norbert Herfurth,Evaluation and Revision of the Chips Act Chips Act 20,7,0.29283130168914795,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,6,0.2924949824810028,False
